0,0,0,0,0,0,0,0,0,1201,0,0,4,201812,000,0,PPV,ATV -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,AP,Specified Perils ($250 Deductible) / Risques Specifies (Franchise de 250$),,,20,,,,201701,,,,,,,,,,,,,,0,,,
0,0,0,123.3313,0,1,0,0,0,0,0,0,4,201812,000,0,ITR,Antique and classic,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,SP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,0,,,200602,,,,,,,,,,,,,,1,499,,
0,0,177,43.2787,56,0,0,0,84283,0,0,0,4,201812,000,0,COM,Interurban trucks-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,SP,CM,All Perils ($1000 Deductible) / Tous Risques (Franchise de 1000$),,,27,0,,,200701,,,,,,,,,,,,,,,,,
1.3333,21.0505,13308,78.9022,0,0,0,0,0,0,0,0,4,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,CM,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,29,,,,200401,,,,,,,,,,,,,,,,,
0,0,123960,0,0,0,0,0,5475,0,243038,0,4,201812,000,0,OPU,Snowvehicles -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,CM,AP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,0,,,201602,,,,,,,,,,,,,,,,,82366
0,0,3803,0,0,3,0,0,0,0,118501,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,SP,CM,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,,,,,201401,,,,,,,,,,,,,,,,145,
0,0,336,8242.1632,0,0,0,0,0,0,1376,0,4,201812,000,0,PPV,ATV -IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,All Perils (Other Deductibles) / Tous Risques (Autre franchise),,,29,0,,,201801,,,,,,,,,,,,,,,,,
0,0,56,0,10,0,0,0,21431,0,4726,0,4,201812,000,0,PPV,Public Buses,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,AP,Comprehensive (Other deductibles) / Accidents sans Collision ni versement (Autre franchise),,,27,0,,,200502,,,,,,,,,,,,,,,,195,
0,0,140,138.8273,4,0,0,0,0,540,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,SP,CM,Specified Perils ($1000 Deductible) / Risques Specifies (Franchise de 1000$),,,,,,,200902,,,,,,,,,,,,,,,,,23679
0,65.0036,0,0,1,3,0,0,116600,0,21203,0,4,201812,000,0,PPV,ATV -IR,,,,,Y,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,SP,SP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,29,0,,,200201,,,,,,,,,,,,,,,,0,
0,2.7356,0,35059.755,0,394,0,0,42742,50506,0,0,4,201812,000,0,PUB,Public Buses,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,CM,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,,,,200201,,,,,,,,,,,,,,1,,,
0,0,0,57.65,0,4,1,0,-1,0,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,AP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,27,,,,201401,,,,,,,,,,,,,,,,,
0,0,3548,0,0,0,0,0,0,0,0,0,4,201812,000,0,PUB,ATV -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,CM,AP,All Perils ($500 Deductible) / Tous Risques (Franchise de 500$),,,,0,,,201801,,,,,,,,,,,,,,,,,
2,1.3634,0,0,0,1,0,0,0,0,0,0,4,201812,000,0,PPV,Motorhomes-IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,AP,All Perils ($250 Deductible) / Tous Risques (Franchise de 250$),,,27,,,,201402,,,,,,,,,,,,,20070715,,,,
16.0833,0,110,0,0,0,0,0,1712,0,38327,0,4,201812,000,0,PUB,Snowvehicles -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,,,,200401,,,,,,,,,,,,,,,,,
1.25,0,16,0,0,3,0,0,0,2656,0,0,4,201812,000,0,GAR,Commercial-IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,AP,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,26,0,,,201001,,,,,,,,,,,,,20030811,,,,
0.5,0,0,0,0,0,0,0,0,25836,0,0,4,201812,000,0,PUB,Repair Garages,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,CM,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,,,,,201802,,,,,,,,,,,,,,,,,
0,0,1797,0,5,0,3,0,0,6002,704872,0,4,201812,000,0,PPV,Trailer Homes-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,CM,Comprehensive (Other deductibles) / Accidents sans Collision ni versement (Autre franchise),,,,0,,,201501,,,,,,,,,,,,,,,,0,
0,0,0,-519.1819,0,1,1,0,812,0,103679,0,4,201812,000,0,COM,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,AP,AP,Comprehensive ($0 Deductible) / Accidents sans Collision ni versement (Franchise de 0$),,,27,0,,,201502,,,,,,,,,,,,,,1,,,
10.25,3.5464,0,24.2521,0,0,2,0,0,0,0,0,4,201812,000,0,PPV,Antique and classic,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,SP,All Perils ($1000 Deductible) / Tous Risques (Franchise de 1000$),,,27,,,,201502,,,,,,,,,,,,,,,,,
0.5,3.0663,0,0,0,0,1,0,0,0,0,0,4,201812,000,0,ITR,Motorhomes-IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,AP,All Perils ($500 Deductible) / Tous Risques (Franchise de 500$),,,,0,,,200201,,,,,,,,,,,,,,1,,,
0,0,0,115521.3781,0,0,0,0,0,0,22096,0,4,201812,000,0,GAR,Misc. Public Auto,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,AP,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,27,,,,201401,,,,,,,,,,,,,,,,,
0,0.5041,70,608.2107,0,6,0,0,215424,1654,0,0,4,201812,000,0,GAR,Motorhomes-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,CM,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,,,,,201401,,,,,,,,,,,,,20150720,,,,
0,87.0705,11140,2991.8106,1,0,0,0,0,0,0,0,4,201812,000,0,MIS,Commercial-IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,AP,AP,Specified Perils (Other deductibles) / Risques Specifies (Autre franchise),,,,,,,200801,,,,,,,,,,,,,,,,,
-1,11.1011,134,0,1,0,0,0,0,0,136493,0,4,201812,000,0,COM,Commercial-Fleets,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,CM,All Perils ($1000 Deductible) / Tous Risques (Franchise de 1000$),,,21,,,,201001,,,,,,,,,,,,,,1,34044,,
0,0,22658,13700.3809,0,0,1,0,0,0,0,0,4,201812,000,0,ITR,Commercial-IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,23,,,,201002,,,,,,,,,,,,,,,,,
14.8333,0,0,0,1,0,0,0,0,7765,6010,0,4,201812,000,0,GAR,ATV -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,AP,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,,,,,200701,,,,,,,,,,,,,,,,0,
0,0,-38,133329.0159,0,0,0,0,0,0,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,CM,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,,0,,,201002,,,,,,,,,,,,,,,,,
0,0,546071,0,2,0,1,0,0,2366,0,0,4,201812,000,0,ITR,ATV -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,CM,Specified Perils ($250 Deductible) / Risques Specifies (Franchise de 250$),,,,,,,200801,,,,,,,,,,,,,,,,,12031
0,0,-95,100650.9259,0,1,0,0,0,0,91933,0,4,201812,000,0,MIS,Snowvehicles -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,AP,AP,Specified Perils ($0 Deductible) / Risques Specifies (Franchise de 0$),,,27,0,,,200302,,,,,,,,,,,,,,,,,
0,0.9954,0,400.1019,0,3,0,0,0,356,0,0,4,201812,000,0,OPU,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,AP,All Perils (Other Deductibles) / Tous Risques (Autre franchise),,,,,,,200401,,,,,,,,,,,,,,,,,
0,0,0,51576.9859,4,0,0,0,0,0,0,0,4,201812,000,0,OPU,Snowvehicles -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,SP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,,,,201102,,,,,,,,,,,,,,,,0,
0,0,14663,0,0,22,0,0,1032,3032,2500,0,4,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,SP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,29,,,,200802,,,,,,,,,,,,,,,,,
0,0,0,668.7124,8,0,3,0,0,0,0,0,4,201812,000,0,PPV,ATV -IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,SP,All Perils ($500 Deductible) / Tous Risques (Franchise de 500$),,,,,,,200701,,,,,,,,,,,,,,,,,9600
0,0,22568,0,0,0,2,0,0,0,-28329,0,4,201812,000,0,ITR,School and private buses,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,AP,SP,Specified Perils ($250 Deductible) / Risques Specifies (Franchise de 250$),,,,0,,,200402,,,,,,,,,,,,,,1,,,
0,0,0,248.5014,0,0,2,0,0,1958,3596,0,4,201812,000,0,MIS,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,CM,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,27,,,,200702,,,,,,,,,,,,,,,,,
0,10.5262,0,1132.1806,0,1,0,0,96503,934,0,0,4,201812,000,0,PUB,Taxis,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,AP,Comprehensive ($0 Deductible) / Accidents sans Collision ni versement (Franchise de 0$),,,,,,,200802,,,,,,,,,,,,,,,,0,5299
405.1667,0,0,0,0,0,0,0,1745164,625,77411,0,4,201812,000,0,OPU,Interurban trucks-Fleets,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,AP,SP,Comprehensive (Other deductibles) / Accidents sans Collision ni versement (Autre franchise),,,,,,,200902,,,,,,,,,,,,,,,,,
1.25,1.605,25,713.4309,0,0,0,0,0,0,24446,0,4,201812,000,0,PUB,ATV -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,SP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,26,0,,,201002,,,,,,,,,,,,,,,,,
0,38.3064,88,0,0,0,2,0,170185,0,0,0,4,201812,000,0,GAR,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,SP,CM,Comprehensive ($1000+ Deductible) / Accidents sans Collision ni versement (Franchise de 1000$+),,,,,,,200801,,,,,,,,,,,,,,,,,
0,0,10593,0,0,0,6,0,0,0,3272,0,4,201812,000,0,PPV,ATV -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,SP,All Perils ($1000 Deductible) / Tous Risques (Franchise de 1000$),,,27,0,,,201601,,,,,,,,,,,,,,,,,
0,0.08,0,775,0,2,0,0,248616,0,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,CM,Comprehensive ($1000+ Deductible) / Accidents sans Collision ni versement (Franchise de 1000$+),,,,0,,,201801,,,,,,,,,,,,,,,939,,
0,0,12341,1578.5405,1,0,1,0,0,0,0,0,4,201812,000,0,OPU,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,AP,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,,,,,201702,,,,,,,,,,,,,,,,,
0,269.5576,0,1158.9731,1,7,0,0,17661,0,0,0,4,201812,000,0,OPU,Public Buses,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,ENTRUST_SP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,0,,,200902,,,,,,,,,,,,,20170727,,,,
0,0.4914,5962,0,3,0,0,0,39500,0,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,AP,Comprehensive ($0 Deductible) / Accidents sans Collision ni versement (Franchise de 0$),,,,,,,201102,,,,,,,,,,,,,,,,,
0,0,0,692914.3236,0,0,0,0,0,0,0,0,4,201812,000,0,OPU,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,AP,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,27,,,,201001,,,,,,,,,,,,,20140717,,,,
0,0,0,232235.2494,0,2,0,0,16833,0,0,0,4,201812,000,0,OPU,Motorcycles -IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,CM,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,27,,,,200601,,,,,,,,,,,,,,,5000,,
3,0,0,0,0,0,55,0,564,1178,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,AP,Specified Perils ($1000 Deductible) / Risques Specifies (Franchise de 1000$),,,,,,,200502,,,,,,,,,,,,,,,,,
0,1.9836,0,0,1,0,0,0,402462,0,0,0,4,201812,000,0,PPV,Motorhomes-IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,SP,CM,Specified Perils (Other deductibles) / Risques Specifies (Autre franchise),,,27,,,,200501,,,,,,,,,,,,,,0,,,8903
0,2.4329,14956,0,0,0,0,0,0,0,0,0,4,201812,000,0,OPU,Motorhomes-IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,SP,Comprehensive ($1000+ Deductible) / Accidents sans Collision ni versement (Franchise de 1000$+),,,,,,,200901,,,,,,,,,,,,,,,,,
0,0,0,9889.9286,7,1,1,0,0,0,8434,0,4,201812,000,0,OPU,Commercial-IR,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,SP,Comprehensive ($1000+ Deductible) / Accidents sans Collision ni versement (Franchise de 1000$+),,,27,0,,,201801,,,,,,,,,,,,,,,,,
0,0,0,405.3041,0,1,0,0,0,25,0,0,4,201812,000,0,COM,Motorhomes-IR,,,,,Y,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,SP,Specified Perils ($500 Deductible) / Risques Specifies (Franchise de 500$),,,29,,,,200501,,,,,,,,,,,,,,,,,
0,388.5993,0,0,289,0,0,0,0,0,0,0,4,201812,000,0,MIS,Commercial-IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,AP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,0,,,201101,,,,,,,,,,,,,,,,,
0,0,0,15943.4915,0,0,2,0,12791,0,0,0,4,201812,000,0,COM,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,SP,Specified Perils ($1000+ Deductible) / Risques Specifies (Franchise de 1000$+),,,23,,,,200502,,,,,,,,,,,,,,,4166,,
0,0,754,296.1026,0,0,1,0,2311,0,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,29,0,,,201601,,,,,,,,,,,,,,,,,
680,0,0,346.4794,0,0,6,0,2491,10,0,0,4,201812,000,0,PPV,Antique and classic,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,All Perils ($300 Deductible) / Tous Risques (Franchise de 300$),,,27,0,,,201602,,,,,,,,,,,,,20070729,,,,
0,0,-259,1521.1654,0,0,4,0,0,0,0,0,4,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,AP,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,27,0,,,200502,,,,,,,,,,,,,,,,,
14.1667,0,97923,0,0,0,0,0,4421,0,10752,0,4,201812,000,0,PPV,Motorhomes-IR,,,,,Y,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,CM,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,,,,,200502,,,,,,,,,,,,,20160718,,,,2002398
0,12.6241,0,0,1,0,1,0,0,0,0,0,4,201812,000,0,OPU,Commercial-Fleets,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,AP,SP,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,,0,,,201602,,,,,,,,,,,,,,,,,
124.5,0,0,0,0,1,0,0,325645,0,15526,0,4,201812,000,0,ITR,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,CM,Comprehensive ($0 Deductible) / Accidents sans Collision ni versement (Franchise de 0$),,,23,,,,200902,,,,,,,,,,,,,20040715,,,,
0,17.9214,199550,0,0,0,0,0,0,0,0,0,4,201812,000,0,PPV,Snowvehicles -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,All Perils ($250 Deductible) / Tous Risques (Franchise de 250$),,,,0,,,200902,,,,,,,,,,,,,,,,201,
0,0,103,95779.7632,1,5,0,0,15095,18556,30648,0,4,201812,000,0,COM,Motorcycles -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,SP,All Perils (Other Deductibles) / Tous Risques (Autre franchise),,,,,,,201401,,,,,,,,,,,,,,,,,
0,0,0,0,0,7,4,0,5625,0,0,0,4,201812,000,0,GAR,Snowvehicles -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,27,,,,201202,,,,,,,,,,,,,,0,,0,
0,0,0,0,0,0,0,0,25036,0,0,0,4,201812,000,0,PUB,Manufacturers,,,,,Y,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,CM,CM,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,0,,,200201,,,,,,,,,,,,,,25,,,
3214.9167,3.3841,51,0,0,0,0,0,0,0,0,0,4,201812,000,0,PUB,ATV -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,CM,CM,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,29,0,,,201201,,,,,,,,,,,,,,,,,3213
0,0,805,549.06,0,0,0,0,711,0,0,0,4,201812,000,0,OPU,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,CM,Specified Perils ($1000 Deductible) / Risques Specifies (Franchise de 1000$),,,,,,,201402,,,,,,,,,,,,,,,,,
2272.25,0,0,31.8347,130,0,0,0,0,0,26211,0,4,201812,000,0,COM,Antique and classic,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,Comprehensive (Other deductibles) / Accidents sans Collision ni versement (Autre franchise),,,21,,,,201202,,,,,,,,,,,,,,1,,,3615
2,0,0,-95.7718,0,3,1,0,0,0,0,0,4,201812,000,0,OPU,Commercial-IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,SP,CM,Comprehensive (Other deductibles) / Accidents sans Collision ni versement (Autre franchise),,,,0,,,200302,,,,,,,,,,,,,,,,,
106.4167,0,0,0,0,0,0,0,0,0,69273,0,4,201812,000,0,PPV,Trailer Homes-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,AP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,0,,,201802,,,,,,,,,,,,,,,,,30830
107.25,0,254,6004.9053,31,5,0,0,34938,0,0,0,4,201812,000,0,PPV,Commercial-Fleets,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,AP,SP,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,21,,,,200302,,,,,,,,,,,,,,,,,
